put_call,symbol,description,exchange_name,bid,ask,last,mark,bid_size,ask_size,bid_ask_size,last_size,high_price,low_price,open_price,close_price,total_volume,trade_time_in_long,quote_time_in_long,net_change,volatility,delta,gamma,theta,vega,rho,open_interest,time_value,theoretical_option_value,theoretical_volatility,strike_price,expiration_date,days_to_expiration,expiration_type,last_trading_day,multiplier,settlement_type,deliverable_note,percent_change,mark_change,mark_percent_change,intrinsic_value,extrinsic_value,option_root,exercise_type,high_52_week,low_52_week,penny_pilot,non_standard,in_the_money,mini,c_breakeven_price,c_net_investment,m_equity_required,c_pts_downside_protection,c_profit_if_exercised,c_profit_if_unchanged,m_net_investment,m_debit_balance,c_downside_protection,c_return_if_exercised,c_return_if_unchanged,m_interest_changes,m_profit_if_unchanged,c_annualized_return_if_unchanged,m_profit_if_exercised,m_return_if_unchanged,m_breakeven_price,m_return_if_exercised,m_pts_downside_protection,m_annualized_return_if_unchanged,m_downside_protection
PUT,AAPL  250711P00195000,AAPL 07/11/2025 195.00 P,OPR,5.15,5.4,5.15,5.28,5,6,5X6,20,6.96,5.15,0,5.68,58,1748634900151,1748635199809,-0.53,31.252,-0.349,0.018,-0.083,0.252,-0.081,24,5.15,5.275,29,195.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,-9.34,-0.4,-7.06,-5.85,11.0,AAPL,A,6.96,5.15,true,false,false,false,194.85,19485.65,20.0,-189.7,14.349999999998545,514.3499999999985,-494.35,180.0,-0.9485,0.0007364393797486121,0.026396348081793447,2.1,1008.6999999999986,0.22939683452034781,12.249999999998545,-2.0404571659755204,-3.1225,-0.024780014160005148,203.1225,-17.732544418596785,1.0156125
PUT,AAPL  250711P00200000,AAPL 07/11/2025 200.00 P,OPR,6.05,7.35,7.15,6.7,146,20,146X20,1,9.27,7.15,0,7.25,23,1748634776218,1748635199932,-0.1,28.477,-0.441,0.021,-0.078,0.269,-0.099,6,7.15,6.7,29,200.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,-1.38,-0.55,-7.62,-0.85,8.0,AAPL,A,9.27,6.6,true,false,false,false,193.95,19395.65,20.0,-187.89999999999998,604.3499999999985,604.3499999999985,-584.35,180.0,-0.9394999999999999,0.031159048549545827,0.031159048549545827,2.1,1188.6999999999985,0.2707869695377197,602.2499999999985,-2.034226063147084,-4.0225,-1.03063232651664,204.0225,-17.67839316782585,1.0201125
PUT,AAPL  250711P00205000,AAPL 07/11/2025 205.00 P,OPR,8.45,11.3,9.15,9.88,100,1,100X1,1,11.2,9.15,0,10.16,4,1748635134927,1748635199842,-1.01,27.917,-0.549,0.022,-0.074,0.269,-0.116,3,5.0,9.196,29,205.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,-9.94,-0.29,-2.83,4.15,5.0,AAPL,A,11.2,9.15,true,false,true,false,191.55,19155.65,20.0,-183.10000000000002,1344.3499999999985,844.3499999999985,-824.3499999999999,180.0,-0.9155000000000001,0.07018033843800646,0.04407837896390874,2.1,1668.6999999999985,0.38306210290063547,1342.2499999999986,-2.024261539394673,-6.4224999999999985,-1.628252562625097,206.42249999999999,-17.591796711406086,1.0321125
PUT,AAPL  250711P00210000,AAPL 07/11/2025 210.00 P,OPR,11.45,13.75,13.1,12.6,101,107,101X107,1,14.15,13.1,0,13.1,44,1748632673362,1748635199612,0.0,29.05,-0.646,0.02,-0.07,0.253,-0.128,1,3.95,12.649,29,210.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,0.0,-0.5,-3.82,9.15,3.95,AAPL,A,14.15,13.1,true,false,true,false,188.55,18855.65,20.0,-177.10000000000002,2144.3499999999985,1144.3499999999985,-1124.35,180.0,-0.8855000000000002,0.11372453349526526,0.06069003190025263,2.1,2268.6999999999985,0.527425277228386,2142.2499999999986,-2.017788055320851,-9.4225,-1.9053230755547639,209.4225,-17.53553905219311,1.0471125000000001
PUT,AAPL  250711P00215000,AAPL 07/11/2025 215.00 P,OPR,15.1,17.0,16.75,16.05,125,122,125X122,1,16.75,16.75,0,16.89,1,1748617568359,1748635199159,-0.14,26.348,-0.767,0.02,-0.047,0.206,-0.125,1,2.6,15.687,29,215.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,-0.83,-0.84,-4.96,14.15,2.6,AAPL,A,17.01,16.75,true,false,true,false,184.9,18490.65,20.0,-169.8,3009.3499999999985,1509.3499999999985,-1489.35,180.0,-0.8490000000000001,0.1627498222074399,0.08162774158831618,2.1,2998.6999999999985,0.7093839447556048,3007.2499999999986,-2.0134286769396037,-13.0725,-2.0191694363312847,213.0725,-17.497653978165605,1.0653625
PUT,AAPL  250718P00195000,AAPL 07/18/2025 195.00 P,OPR,5.75,5.85,5.71,5.8,7,43,7X43,1,7.53,5.33,0,6.2,1590,1748635189496,1748635199839,-0.49,30.421,-0.359,0.017,-0.078,0.275,-0.099,10949,5.71,5.8,29,195.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,-7.9,-0.4,-6.45,-5.85,11.56,AAPL,A,30.95,1.74,true,false,false,false,194.25,19425.65,20.0,-188.5,74.34999999999854,574.3499999999985,-554.35,180.0,-0.9425,0.0038274137544946265,0.029566578209738077,2.45,1128.6999999999985,0.22024083768478364,71.89999999999854,-2.0360782898890566,-3.7190000000000003,-0.1297014521511654,203.719,-15.166705628765422,1.018595
PUT,AAPL  250718P00200000,AAPL 07/18/2025 200.00 P,OPR,7.65,7.8,7.61,7.73,9,55,9X55,2,9.83,7.12,0,8.18,6610,1748635178069,1748635200726,-0.57,29.397,-0.448,0.019,-0.078,0.291,-0.12,21930,7.61,7.725,29,200.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,-6.97,-0.45,-5.5,-0.85,8.46,AAPL,A,34.5,2.01,true,false,false,false,192.35,19235.65,20.0,-184.7,764.3499999999985,764.3499999999985,-744.35,180.0,-0.9235,0.039736114974019514,0.039736114974019514,2.45,1508.6999999999985,0.2959935095003494,761.8999999999985,-2.026869080405721,-5.619,-1.0235776180560199,205.619,-15.098106415267104,1.028095
PUT,AAPL  250718P00205000,AAPL 07/18/2025 205.00 P,OPR,10.05,10.2,9.75,10.13,5,2,5X2,1,12.35,9.75,0,10.67,1314,1748635142237,1748635200723,-0.92,28.667,-0.543,0.019,-0.075,0.291,-0.141,13839,5.6,10.186,29,205.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,-8.62,-0.55,-5.12,4.15,5.6,AAPL,A,38.28,2.43,true,false,true,false,189.95,18995.65,20.0,-179.89999999999998,1504.3499999999985,1004.3499999999985,-984.3500000000001,180.0,-0.8994999999999999,0.0791944471497421,0.052872631365602045,2.45,1988.6999999999987,0.39384715200907644,1501.8999999999985,-2.020317976329556,-8.019,-1.5257784324681245,208.019,-15.049307374699751,1.040095
PUT,AAPL  250718P00210000,AAPL 07/18/2025 210.00 P,OPR,13.0,13.2,13.45,13.1,5,63,5X63,10,15.9,13.25,0,13.71,2373,1748634304105,1748635199995,-0.26,27.847,-0.641,0.019,-0.066,0.274,-0.156,9205,4.3,13.096,29,210.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,-1.9,-0.61,-4.44,9.15,4.3,AAPL,A,40.25,3.0,true,false,true,false,187.0,18700.65,20.0,-174.0,2299.3499999999985,1299.3499999999985,-1279.35,180.0,-0.87,0.12295561918970722,0.06948154208543544,2.45,2578.6999999999985,0.5175665890037537,2296.8999999999987,-2.0156329386016325,-10.969,-1.7953648337046149,210.969,-15.014408624277465,1.054845
PUT,AAPL  250718P00215000,AAPL 07/18/2025 215.00 P,OPR,16.35,16.75,16.71,16.55,30,44,30X44,1,19.7,16.71,0,17.22,79,1748634653638,1748635200726,-0.51,27.21,-0.734,0.018,-0.054,0.24,-0.161,5922,2.56,16.528,29,215.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,-2.96,-0.67,-3.9,14.15,2.56,AAPL,A,46.94,3.77,true,false,true,false,183.65,18365.65,20.0,-167.3,3134.3499999999985,1634.3499999999985,-1614.3500000000001,180.0,-0.8365,0.17066371187515816,0.08898949941875177,2.45,3248.699999999999,0.6628809650580488,3131.8999999999987,-2.012388887168209,-14.319,-1.9400377861058622,214.319,-14.99024375135503,1.071595
CALL,AAPL  250530C00197500,AAPL 05/30/2025 197.50 C,OPR,2.86,3.3,3.45,3.08,44,2,44X2,111,4.43,0.52,0,3.01,15649,1748635193091,1748635199970,0.44,47.551,1.0,0.0,0.0,0.0,0.0,3345,0.1,3.35,29,197.5,2025-05-30T20:00:00.000+00:00,0,W,1748649600000,100,P,100 AAPL,14.61,0.07,2.25,3.35,0.1,AAPL,A,17.05,0.52,true,false,true,false,197.14,19714.65,20.0,-194.27999999999997,35.349999999998545,285.34999999999854,-265.35,180.0,-0.9713999999999999,0.0017930828089770066,0.014474007907824818,0.0,550.6999999999986,inf,35.349999999998545,-2.075372149990573,-0.8535000000000003,-0.13322027510834197,200.8535,-inf,1.0042675
CALL,AAPL  250530C00200000,AAPL 05/30/2025 200.00 C,OPR,0.57,1.0,0.69,0.78,1,106,1X106,1,1.95,0.06,0,1.36,92215,1748635198053,1748635199978,-0.67,16.278,1.0,0.0,0.0,0.0,0.0,15218,-0.16,0.85,29,200.0,2025-05-30T20:00:00.000+00:00,0,W,1748649600000,100,P,100 AAPL,-49.4,-0.57,-42.12,0.85,-0.16,AAPL,A,20.01,0.06,true,false,true,false,199.43,19943.65,20.0,-198.86,56.349999999998545,56.349999999998545,-36.349999999999994,180.0,-0.9943000000000001,0.0028254607356225435,0.0028254607356225435,0.0,92.69999999999854,inf,56.349999999998545,-2.550206327372725,1.4365,-1.550206327372725,198.5635,-inf,0.9928175
CALL,AAPL  250530C00202500,AAPL 05/30/2025 202.50 C,OPR,0.01,0.02,0.01,0.02,1918,168,1918X168,1,0.25,0.01,0,0.44,46583,1748635199867,1748635199867,-0.43,31.516,0.04,0.089,-0.015,0.003,0.0,21787,0.01,0.015,29,202.5,2025-05-30T20:00:00.000+00:00,0,W,1748649600000,100,P,100 AAPL,-97.73,-0.42,-96.59,-1.65,1.66,AAPL,A,12.85,0.01,true,false,false,false,199.99,19999.65,20.0,-199.98000000000002,250.34999999999854,0.3499999999985448,19.65,180.0,-0.9999000000000001,0.012517719060083478,0.000017500306255286707,0.0,-19.300000000001454,inf,250.34999999999854,-0.9821882951654685,1.9965000000000002,12.740458015267102,198.0035,-inf,0.9900175
CALL,AAPL  250530C00205000,AAPL 05/30/2025 205.00 C,OPR,0.0,0.01,0.01,0.01,0,90,0X90,1,0.07,0.01,0,0.13,24906,1748635080191,1748635201603,-0.12,57.289,0.009,0.013,-0.005,0.001,0.0,38662,0.01,0.005,29,205.0,2025-05-30T20:00:00.000+00:00,0,W,1748649600000,100,P,100 AAPL,-96.0,-0.12,-96.0,-4.15,4.16,AAPL,A,16.09,0.01,true,false,false,false,200.0,20000.65,20.0,-200.0,499.34999999999854,-0.6500000000014552,20.65,180.0,-1.0,0.02496668858262099,-0.000032498943784399766,0.0,-21.300000000001454,-inf,499.34999999999854,-1.031476997578763,2.0065,24.181598062953928,197.9935,-inf,0.9899675000000001
CALL,AAPL  250530C00207500,AAPL 05/30/2025 207.50 C,OPR,0.0,0.01,0.01,0.01,0,1787,0X1787,7,0.04,0.01,0,0.06,8871,1748635194409,1748635199020,-0.04,86.063,0.006,0.006,-0.005,0.001,0.0,17127,0.01,0.005,29,207.5,2025-05-30T20:00:00.000+00:00,0,W,1748649600000,100,P,100 AAPL,-72.73,-0.05,-90.91,-6.65,6.66,AAPL,A,9.05,0.01,true,false,false,false,200.0,20000.65,20.0,-200.0,749.3499999999985,-0.6500000000014552,20.65,180.0,-1.0,0.037466282345823686,-0.000032498943784399766,0.0,-21.300000000001454,-inf,749.3499999999985,-1.031476997578763,2.0065,36.28813559322027,197.9935,-inf,0.9899675000000001
CALL,AAPL  250606C00197500,AAPL 06/06/2025 197.50 C,OPR,5.15,5.35,5.35,5.25,79,10,79X10,2,6.09,3.17,0,5.04,5522,1748635195040,1748635200726,0.31,29.869,0.665,0.044,-0.222,0.102,0.025,1751,2.0,5.252,29,197.5,2025-06-06T20:00:00.000+00:00,7,W,1749254400000,100,P,100 AAPL,6.16,0.21,4.26,3.35,2.0,AAPL,A,13.5,3.17,true,false,true,false,194.85,19485.65,20.0,-189.7,264.34999999999854,514.3499999999985,-494.35,180.0,-0.9485,0.01356639373077103,0.026396348081793447,0.35000000000000003,1008.6999999999986,1.3763810071220868,263.9999999999985,-2.0404571659755204,-3.14,-0.5340345908769061,203.14,-106.39526651158072,1.0157
CALL,AAPL  250606C00200000,AAPL 06/06/2025 200.00 C,OPR,3.6,3.75,3.79,3.68,60,41,60X41,3,4.35,2.05,0,3.56,22811,1748635193385,1748635200718,0.23,28.972,0.55,0.049,-0.235,0.111,0.021,14622,2.94,3.673,29,200.0,2025-06-06T20:00:00.000+00:00,7,W,1749254400000,100,P,100 AAPL,6.46,0.12,3.29,0.85,2.94,AAPL,A,18.65,2.05,true,false,true,false,196.4,19640.65,20.0,-192.8,359.34999999999854,359.34999999999854,-339.35,180.0,-0.9640000000000001,0.018296237649975868,0.018296237649975868,0.35000000000000003,698.6999999999986,0.954018106034456,358.9999999999985,-2.058936201561805,-1.5900000000000003,-1.0579048180344732,201.59,-107.35881622429413,1.0079500000000001
CALL,AAPL  250606C00202500,AAPL 06/06/2025 202.50 C,OPR,2.36,2.42,2.4,2.39,1,5,1X5,1,2.93,1.27,0,2.38,22187,1748635199185,1748635199965,0.02,28.046,0.425,0.05,-0.225,0.11,0.016,5697,2.4,2.39,29,202.5,2025-06-06T20:00:00.000+00:00,7,W,1749254400000,100,P,100 AAPL,0.84,0.0,0.21,-1.65,4.05,AAPL,A,9.3,1.27,true,false,false,false,197.64,19764.65,20.0,-195.27999999999997,485.34999999999854,235.34999999999854,-215.35,180.0,-0.9763999999999999,0.024556468240014295,0.011907622953100537,0.35000000000000003,450.69999999999857,0.620897482554528,484.9999999999985,-2.0928720687253244,-0.3499999999999999,-2.2521476665892664,200.35,-109.12832929782049,1.00175
CALL,AAPL  250606C00205000,AAPL 06/06/2025 205.00 C,OPR,1.42,1.48,1.45,1.45,50,7,50X7,1,1.83,0.74,0,1.49,27951,1748635198053,1748635199997,-0.04,27.397,0.303,0.046,-0.194,0.098,0.012,11657,1.45,1.45,29,205.0,2025-06-06T20:00:00.000+00:00,7,W,1749254400000,100,P,100 AAPL,-2.68,-0.04,-2.68,-4.15,5.6,AAPL,A,14.57,0.74,true,false,false,false,198.58,19858.65,20.0,-197.16000000000003,641.3499999999985,141.34999999999854,-121.35,180.0,-0.9858000000000001,0.032295750214641906,0.007117805087455519,0.35000000000000003,262.69999999999857,0.37114269384589493,640.9999999999985,-2.1648125257519455,0.5900000000000001,-5.282241450350215,199.41,-112.87951027135145,0.99705
CALL,AAPL  250606C00207500,AAPL 06/06/2025 207.50 C,OPR,0.81,0.85,0.83,0.83,20,13,20X13,1,1.07,0.42,0,0.9,16135,1748635199935,1748635199938,-0.07,27.107,0.2,0.037,-0.151,0.078,0.008,6780,0.83,0.83,29,207.5,2025-06-06T20:00:00.000+00:00,7,W,1749254400000,100,P,100 AAPL,-7.82,-0.06,-7.26,-6.65,7.48,AAPL,A,6.25,0.42,true,false,false,false,199.19,19919.65,20.0,-198.38,830.3499999999985,80.34999999999854,-60.35,180.0,-0.9919,0.04168496936442149,0.00403370541149059,0.35000000000000003,140.69999999999854,0.21032892502772363,829.9999999999985,-2.3314001657000585,1.2,-13.753106876553414,198.8,-121.56586578293162,0.9940000000000001
CALL,AAPL  250613C00197500,AAPL 06/13/2025 197.50 C,OPR,6.9,7.15,7.05,7.03,8,6,8X6,2,7.79,5.15,0,6.82,769,1748635197431,1748635200724,0.23,32.598,0.62,0.03,-0.182,0.15,0.045,203,3.7,7.013,29,197.5,2025-06-13T20:00:00.000+00:00,14,W,1749859200000,100,P,100 AAPL,3.37,0.21,3.04,3.35,3.7,AAPL,A,9.13,5.15,true,false,true,false,193.1,19310.65,20.0,-186.2,439.34999999999854,689.3499999999985,-669.35,180.0,-0.9309999999999999,0.022751694013407032,0.03569791798826029,0.7000000000000001,1358.6999999999985,0.9306957189796432,438.64999999999856,-2.0298797340703643,-4.886500000000001,-0.6553372674983171,204.8865,-52.92186449540593,1.0244325
CALL,AAPL  250613C00200000,AAPL 06/13/2025 200.00 C,OPR,5.45,5.6,5.65,5.53,59,1,59X1,3,6.22,3.9,0,5.34,2692,1748635192317,1748635199991,0.31,31.913,0.544,0.031,-0.185,0.156,0.04,2981,4.8,5.516,29,200.0,2025-06-13T20:00:00.000+00:00,14,W,1749859200000,100,P,100 AAPL,5.81,0.19,3.46,0.85,4.8,AAPL,A,18.85,3.9,true,false,true,false,194.55,19455.65,20.0,-189.10000000000002,544.3499999999985,544.3499999999985,-524.35,180.0,-0.9455000000000001,0.02797901894822319,0.02797901894822319,0.7000000000000001,1068.6999999999985,0.7294529940072474,543.6499999999985,-2.038142462095925,-3.4365000000000006,-1.0368074759225678,203.4365,-53.137285618929475,1.0171825
CALL,AAPL  250613C00202500,AAPL 06/13/2025 202.50 C,OPR,4.15,4.35,4.27,4.25,151,69,151X69,1,4.85,2.9,0,4.1,1144,1748635198556,1748635199995,0.17,31.474,0.464,0.032,-0.182,0.157,0.034,1054,4.27,4.25,29,202.5,2025-06-13T20:00:00.000+00:00,14,W,1749859200000,100,P,100 AAPL,4.15,0.15,3.66,-1.65,5.92,AAPL,A,6.17,2.9,true,false,false,false,195.85,19585.65,20.0,-191.7,664.3499999999985,414.34999999999854,-394.3500000000001,180.0,-0.9584999999999999,0.03392024262661686,0.021155795186782084,0.7000000000000001,808.6999999999987,0.5515618030839614,663.6499999999985,-2.0507163687079966,-2.1365000000000007,-1.6828959046532226,202.1365,-53.46510532702991,1.0106825000000002
CALL,AAPL  250613C00205000,AAPL 06/13/2025 205.00 C,OPR,3.1,3.25,3.25,3.18,35,32,35X32,1,3.65,2.12,0,3.05,2798,1748635190653,1748635199971,0.2,30.982,0.384,0.031,-0.172,0.151,0.029,3381,3.25,3.175,29,205.0,2025-06-13T20:00:00.000+00:00,14,W,1749859200000,100,P,100 AAPL,6.56,0.13,4.1,-4.15,7.4,AAPL,A,12.8,2.12,true,false,false,false,196.9,19690.65,20.0,-193.8,809.3499999999985,309.34999999999854,-289.35,180.0,-0.9690000000000001,0.0411032647474816,0.015710502192664972,0.7000000000000001,598.6999999999986,0.40959523573733675,808.6499999999985,-2.069120442370826,-1.0865000000000002,-2.794712286158626,201.0865,-53.94492581895368,1.0054325
CALL,AAPL  250613C00207500,AAPL 06/13/2025 207.50 C,OPR,2.28,2.36,2.36,2.32,9,135,9X135,1,2.69,1.52,0,2.24,1878,1748635199116,1748635199843,0.12,30.666,0.309,0.029,-0.156,0.139,0.023,1346,2.36,2.32,29,207.5,2025-06-13T20:00:00.000+00:00,14,W,1749859200000,100,P,100 AAPL,5.36,0.08,3.57,-6.65,9.01,AAPL,A,3.65,1.52,true,false,false,false,197.72,19772.65,20.0,-195.44,977.3499999999985,227.34999999999854,-207.34999999999997,180.0,-0.9772,0.04942938857462194,0.01149820585505729,0.7000000000000001,434.6999999999985,0.2997746526497079,976.6499999999985,-2.096455268869055,-0.2664999999999997,-4.710151917048463,200.2665,-54.657583795514654,1.0013325
CALL,AAPL  250620C00197500,AAPL 06/20/2025 197.50 C,OPR,7.85,8.1,8.5,7.98,17,67,17X67,1,8.7,6.0,0,7.69,517,1748635133717,1748635200725,0.81,31.396,0.611,0.025,-0.148,0.185,0.066,1236,5.15,8.004,29,197.5,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,10.53,0.28,3.65,3.35,5.15,AAPL,A,15.0,6.0,true,false,true,false,192.15,19215.65,20.0,-184.3,534.3499999999985,784.3499999999985,-764.35,180.0,-0.9215000000000001,0.02780806269889379,0.040818291340651944,1.05,1548.6999999999985,0.7094607780637123,533.2999999999986,-2.0261660234185888,-5.833000000000001,-0.6977170144567261,205.833,-35.21669516894214,1.029165
CALL,AAPL  250620C00200000,AAPL 06/20/2025 200.00 C,OPR,6.4,6.55,6.54,6.48,60,7,60X7,1,7.15,4.8,0,6.27,3464,1748635196510,1748635199972,0.27,30.474,0.546,0.027,-0.148,0.191,0.06,33654,5.69,6.457,29,200.0,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,4.31,0.21,3.34,0.85,5.69,AAPL,A,65.75,4.39,true,false,true,false,193.6,19360.65,20.0,-187.2,639.3499999999985,639.3499999999985,-619.35,180.0,-0.9359999999999999,0.03302316812710309,0.03302316812710309,1.05,1258.6999999999985,0.5739741126853632,638.2999999999986,-2.032291918947281,-4.383,-1.0305965932025487,204.383,-35.32316906741702,1.0219150000000001
CALL,AAPL  250620C00202500,AAPL 06/20/2025 202.50 C,OPR,5.1,5.25,5.2,5.18,62,19,62X19,1,5.73,3.79,0,5.0,967,1748635186075,1748635200726,0.2,30.081,0.478,0.027,-0.146,0.192,0.052,2173,5.2,5.175,29,202.5,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,4.0,0.17,3.5,-1.65,6.85,AAPL,A,11.25,3.79,true,false,false,false,194.9,19490.65,20.0,-189.8,759.3499999999985,509.34999999999854,-489.34999999999997,180.0,-0.9490000000000001,0.03895970632072294,0.026133043279726355,1.05,998.6999999999985,0.4542171808142914,758.2999999999986,-2.0408705425564495,-3.0829999999999997,-1.5496066210278914,203.083,-35.4722737158621,1.015415
CALL,AAPL  250620C00205000,AAPL 06/20/2025 205.00 C,OPR,3.95,4.05,4.06,4.0,30,1,30X1,3,4.51,2.86,0,3.9,5120,1748635196661,1748635200726,0.16,29.355,0.409,0.027,-0.138,0.187,0.045,21926,4.06,4.0,29,205.0,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,4.1,0.1,2.56,-4.15,8.21,AAPL,A,60.25,2.86,true,false,false,false,196.05,19605.65,20.0,-192.10000000000002,894.3499999999985,394.34999999999854,-374.35,180.0,-0.9605000000000001,0.04561695225610977,0.020114099762058312,1.05,768.6999999999986,0.34960221015006115,893.2999999999986,-2.0534259382930373,-1.933,-2.3862695338586843,201.933,-35.690498451283744,1.009665
CALL,AAPL  250620C00207500,AAPL 06/20/2025 207.50 C,OPR,3.05,3.15,3.15,3.1,88,88,88X88,1,3.5,2.2,0,3.0,1813,1748635188240,1748635199993,0.15,29.196,0.342,0.026,-0.129,0.177,0.038,1736,3.15,3.1,29,207.5,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,5.01,0.1,3.51,-6.65,9.8,AAPL,A,8.2,2.2,true,false,false,false,196.95,19695.65,20.0,-193.89999999999998,1054.3499999999985,304.34999999999854,-284.35,180.0,-0.9694999999999999,0.05353212511392102,0.015452650712213028,1.05,588.6999999999986,0.2685817861884645,1053.2999999999986,-2.070335853701419,-1.0330000000000004,-3.7042377351855054,201.033,-35.984408885762754,1.0051649999999999
CALL,AAPL  250627C00195000,AAPL 06/27/2025 195.00 C,OPR,10.4,10.6,11.15,10.5,17,22,17X22,1,11.15,8.5,0,10.23,130,1748635103488,1748635200723,0.92,31.225,0.66,0.021,-0.125,0.204,0.094,739,5.3,10.442,29,195.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,9.0,0.27,2.68,5.85,5.3,AAPL,A,21.9,8.5,true,false,true,false,189.6,18960.65,20.0,-179.2,539.3499999999985,1039.3499999999985,-1019.35,180.0,-0.8959999999999999,0.028445754760517097,0.054816158728735485,1.4000000000000001,2058.6999999999985,0.7145677834281591,537.9499999999986,-2.0196203462991105,-8.3795,-0.5277382645803684,208.3795,-26.327193799970548,1.0418975000000001
CALL,AAPL  250627C00200000,AAPL 06/27/2025 200.00 C,OPR,7.3,7.45,7.39,7.38,7,15,7X15,1,8.01,5.75,0,7.17,1625,1748635199959,1748635199960,0.22,30.117,0.548,0.024,-0.128,0.22,0.079,3372,6.54,7.352,29,200.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,3.07,0.2,2.84,0.85,6.54,AAPL,A,17.5,5.75,true,false,true,false,192.7,19270.65,20.0,-185.39999999999998,729.3499999999985,729.3499999999985,-709.35,180.0,-0.9269999999999999,0.037847711416065286,0.037847711416065286,1.4000000000000001,1438.6999999999985,0.4933719523879939,727.9499999999986,-2.028194826249381,-5.2795000000000005,-1.0262211884119243,205.2795,-26.43896827075086,1.0263975
CALL,AAPL  250627C00205000,AAPL 06/27/2025 205.00 C,OPR,4.8,4.95,4.93,4.88,16,18,16X18,4,5.39,3.65,0,4.75,1829,1748635195174,1748635199906,0.18,29.189,0.427,0.024,-0.121,0.218,0.062,11721,4.93,4.875,29,205.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,3.79,0.13,2.63,-4.15,9.08,AAPL,A,14.06,3.65,true,false,false,false,195.2,19520.65,20.0,-190.39999999999998,979.3499999999985,479.34999999999854,-459.35,180.0,-0.952,0.05016994823430564,0.024556047057859166,1.4000000000000001,938.6999999999986,0.320105613432807,977.9499999999986,-2.0435397844780634,-2.7795000000000005,-2.12898661151627,202.7795,-26.639000761946185,1.0138975000000001
CALL,AAPL  250627C00210000,AAPL 06/27/2025 210.00 C,OPR,2.98,3.1,3.05,3.04,9,917,9X917,1,3.37,2.25,0,3.0,1279,1748635196034,1748635199975,0.05,28.49,0.311,0.022,-0.105,0.197,0.046,2292,3.05,3.039,29,210.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,1.67,0.04,1.5,-9.15,12.2,AAPL,A,10.85,2.25,true,false,false,false,197.02,19702.65,20.0,-194.04000000000002,1297.3499999999985,297.34999999999854,-277.35,180.0,-0.9702000000000002,0.06584647242883564,0.015091878503652987,1.4000000000000001,574.6999999999986,0.1967334162083336,1295.9499999999985,-2.072111051018563,-0.9595000000000001,-4.672615828375693,200.9595,-27.011447629349128,1.0047975
CALL,AAPL  250627C00215000,AAPL 06/27/2025 215.00 C,OPR,1.76,1.82,1.83,1.79,33,3,33X3,5,2.03,1.28,0,1.77,991,1748635194455,1748635199970,0.06,28.034,0.21,0.018,-0.084,0.161,0.031,6795,1.83,1.79,29,215.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,3.39,0.02,1.13,-14.15,15.98,AAPL,A,7.89,1.28,true,false,false,false,198.24,19824.65,20.0,-196.48000000000002,1675.3499999999985,175.34999999999854,-155.35,180.0,-0.9824000000000002,0.08450842763932773,0.008845048966816491,1.4000000000000001,330.69999999999857,0.1153015311745721,1673.9499999999985,-2.1287415513356844,0.26050000000000006,-10.775345992919204,199.7395,-27.74966665134017,0.9986975
CALL,AAPL  250703C00195000,AAPL 07/03/2025 195.00 C,OPR,11.05,11.25,11.8,11.15,3,16,3X16,1,11.8,9.0,0,11.13,590,1748635103475,1748635199974,0.67,30.573,0.652,0.02,-0.112,0.226,0.112,1548,5.95,10.987,29,195.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,6.02,0.02,0.21,5.85,5.95,AAPL,A,13.2,9.0,true,false,true,false,188.95,18895.65,20.0,-177.89999999999998,604.3499999999985,1104.3499999999985,-1084.35,180.0,-0.8895,0.03198355176985171,0.05844466848189919,1.7,2188.6999999999985,0.6274207057615648,602.6499999999985,-2.0184442292617684,-9.026499999999999,-0.5557707382302749,209.0265,-21.668592461192514,1.0451325
